Morning Snack1,Morning Snack2,Lunch1,Lunch2,Lunch3,Lunch4,Lunch5,Afternoon Snack1,Afternoon Snack2,Dinner1,Dinner2,Dinner3,Dinner4,Dinner5
S_milk (150ml),#N/A,stir-fried rice with shrimp,dried pollack soup,seasoned salad with acorn jelly,radish kimchi cubes,#N/A,S_snow white rice cake,S_green plum tea,steamed black rice,butterbur perilla seed soup,stir-fried beef with perilla leaves,braised anchovy and almond,radish kimchi cubes
S_soft crab porridge,#N/A,steamed rice with black beans,fried fish paste soup,stir-fried duck and vegetables,seasoned zucchini,napa cabbage kimchi,S_sweet persimmon,S_yoghurt (100ml),steamed sweet millet rice,acorn jelly soup,stir-fried shrimp and vegetables,stir-fried cucumber,radish kimchi cubes
S_beef porridge,#N/A,steamed millet rice,seaweed soup,stir-fried pork in soy sauce,pan-fried vegetables,napa cabbage kimchi,S_sweet persimmon,S_milk (100ml),steamed millet rice,mushroom perilla seed soup,scrambled eggs with tomato,seasoned cucumber,napa cabbage kimchi
S_zucchini tofu porridge,#N/A,chicken-mayo rice bowl,chard soy paste soup,stir-fried anchovy and nuts,radish kimchi cubes,S_kiwi,S_homestyle banana milk,#N/A,steamed sweet millet rice,bean sprout soup,stir-fried beef and bokchoy,daikon salad,napa cabbage kimchi
S_sweet pumpkin porridge,#N/A,steamed sweet millet rice,clam chive soup,tofu nuggets,seasoned salad with bellflower root and pear,napa cabbage kimchi,S_homestyle potato pizza,S_milk (100ml),steamed mixed-grain rice,dried radish leaf soy paste soup,barbequed pork and spring onion,stir-fried potato,napa cabbage kimchi
S_lotus root veggie porridge,#N/A,steamed black rice,beef daikon soup,stir-fried pork chops,seasoned salad with chwinamul,radish kimchi cubes,S_tangerine,S_milk (150ml),steamed millet rice,bean powder napa cabbage soup,grilled halibut,stir-fried dried shrimp and zucchini,radish kimchi cubes
S_milk (200ml),#N/A,stir-fried rice with eggs and vegetables,dried pollack soup,Fusilli salad (tomato sauce),napa cabbage kimchi,#N/A,S_jam sandwich,S_green plum tea,steamed white rice,seaweed miso paste soup,stir-fried shrimp in oyster sauce,cabbage salad in yuzu marinade,radish kimchi cubes
S_sweet potato porridge,#N/A,steamed sweet millet rice,tofu soy paste soup,stir-fried cuttlefish,pickled daikon,napa cabbage kimchi,S_homestyle blueberry milk,#N/A,steamed millet rice,butterbur perilla seed soup,braised Spanish mackerel in sweet soy sauce,stir-fried Pyogo mushroom,radish kimchi cubes
S_soft crab porridge,#N/A,steamed millet rice,zucchini soup,grilled Spanish mackerel in teriyaki sauce,seasoned salad with bean sprout,napa cabbage kimchi,S_chicken rice ball,S_milk (100ml),steamed black rice,curled mallow soy paste soup,stir-fried pork,seasoned cabbage,radish kimchi cubes
S_carrot porridge,#N/A,stir-fried rice with chicken and paprika,shredded radish onion soup,potato salad,napa cabbage kimchi,#N/A,S_nuts,S_yoghurt (100ml),steamed sweet millet rice,tuna stew,braised eggs in soy sauce,seasoned salad with chwinamul,radish kimchi cubes
S_black sesame porridge,#N/A,steamed black rice,curled mallow soy paste soup,rolled omelette with vegetables,seasoned winter cabbage,radish kimchi cubes,S_fried mandu (dumpling),S_milk (100ml),steamed white rice,ox bone soup,braised tofu in ketchup,seasoned bokchoy,radish kimchi cubes
S_cod veggie porridge,#N/A,steamed millet rice,rice cake seaweed soup,stir-fried beef and onion,braised lotus root,napa cabbage kimchi,S_apple,S_milk (150ml),steamed mixed-grain rice,mushroom soup,stir-fried duck and vegetables,lettuce salad (kiwi dressing),napa cabbage kimchi
S_milk (100ml),#N/A,Mapa tofu rice bowl,persimmon pine nut soup,stir-fried Pyogo mushroom,tomato caprese salad,napa cabbage kimchi,S_rainbow rice cake,S_yuzu tea,steamed white rice,spinach soy paste soup,stir-fried chicken breast in chili sauce,parboiled broccoli (black sesame sauce),napa cabbage kimchi
S_abalone porridge,#N/A,steamed white rice,Sujebi with perilla seeds,soft tofu + marinade sauce,seasoned salad with cucumber,napa cabbage kimchi,S_steamed sweet pumpkin,S_milk (100ml),steamed millet rice,acorn jelly soup,steamed pork and sweet pumpkin,seasoned daikon,napa cabbage kimchi
S_clam porridge,#N/A,steamed millet rice,beef soup,braised mackerel,seasoned salad with soft crab and bean sprout,napa cabbage kimchi,S_stir-fried pork with glass noodles,S_milk (100ml),steamed black rice,fried tofu soy paste soup,stir-fried chicken breast and paprika,seasoned perilla leaf,radish kimchi cubes
S_milk potato porridge,#N/A,steamed white rice,corn soup,pork cutlet,fruit salad,radish kimchi cubes,S_pear,#N/A,steamed sweet millet rice,pollack daikon soup,tofu steak,seasoned salad with spring parsley,radish kimchi cubes
S_curled mallow porridge,#N/A,steamed millet rice,zucchini soup,stir-fried chicken in black soy,pan-fried chive,napa cabbage kimchi,S_grape,S_milk (150ml),steamed millet rice,dried cabbage leaf soy paste soup,stir-fried beef and vegetables,bellflower root nuggets,radish kimchi cubes
S_peanut porridge,#N/A,steamed black rice,rich soy paste stew,steamed pork slices,cabbage salad (lemon dressing),radish kimchi cubes,S_sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S_milk (150ml),steamed mixed-grain rice,persimmon pine nut soup,pan-fried meat dumpling,stir-fried seaweed stem,napa cabbage kimchi
S_milk (200ml),#N/A,curried rice with chicken,soft tofu soup (mild flavor),daikon salad,napa cabbage kimchi,#N/A,S_pounded rice cake,S_Omija tea,steamed white rice,rice cake soup,stir-fried pork and pineapple,seasoned green bean sprout,radish kimchi cubes
S_chicken porridge,#N/A,steamed millet rice,spicy bean sprout soup,seasoned spinach,stir-fried shrimp in cream sauce,radish kimchi cubes,Dried?Persimmon,S_milk (150ml),steamed millet rice,seaweed soup,hamburger steak,braised burdock slices,radish kimchi cubes
S_seaweed porridge,#N/A,steamed sweet brown rice,mushroom stew,steamed pork rib,braised potato,napa cabbage kimchi,S_deep-fried lotus root,S_milk (100ml),steamed black rice,winter cabbage soy paste soup,pan-fried shrimp and tofu,seasoned salad with bean sprout,radish kimchi cubes
S_black sesame porridge,#N/A,omelette rice,bokchoy soup,coleslaw,deep-fried vegetables,radish kimchi cubes,S_cherry tomato,S_cheese,steamed sweet millet rice,kimchi fried fish paste soup,roasted pork roll with rice cake,stir-fried mini-Saesongyi mushroom,radish kimchi cubes
S_sweet potato porridge,#N/A,steamed black rice,cuttlefish soup,stir-fried chicken tenderloin and apple,onion in vinegar marinade,napa cabbage kimchi,S_banquet noodles,#N/A,steamed millet rice,beef dried cabbage leaf soup,stir-fried octopus,seasoned zucchini,napa cabbage kimchi
S_perilla seed tofu porridge,#N/A,steamed mixed-grain rice,beef stew,grilled mackerel in curry,stir-fried broccoli and vegetables,radish kimchi cubes,S_orange juice (sugar-free),S_milk (150ml),steamed mixed-grain rice,cabbage soy paste soup,braised quail eggs in soy sauce,stir-fried baby anchovy,radish kimchi cubes
S_milk (200ml),#N/A,tuna rice ball,dried radish leaf soy paste soup,steamed eggs,seasoned cabbage,radish kimchi cubes,S_Omija tea,S_rice cake with bean paste,steamed white rice,mild kimchi stew,stir-fried beef and rice cake,mung bean jelly salad,radish kimchi cubes
S_spinach soy paste porridge,#N/A,steamed sweet millet rice,persimmon pine nut soup,fish cutlet + tartar sauce,stir-fried carrot and onion,radish kimchi cubes,S_kiwi,S_milk (150ml),steamed millet rice,mandu (dumpling) soup,grilled tofu in marinade sauce,stir-fried dried pollack,napa cabbage kimchi
S_tofu chive porridge,#N/A,steamed millet rice,egg spring onion soup,stir-fried pork in soy sauce,stir-fried perilla leaf,napa cabbage kimchi,S_cream tteokbokki (stir-fried rice cake),#N/A,steamed black rice,Pyogo mushroom soup,braised pollack and daikon,seasoned bracken and perilla seed,napa cabbage kimchi
S_seaweed porridge,#N/A,stir-fried rice with soft crab,winter mushroom soy paste soup,stir-fried chicken breast and vegetables,napa cabbage kimchi,S_yoghurt (100ml),S_apple salad (mayonnaise),S_milk (150ml),steamed sweet millet rice,bean sprout soup,Korean beef kebab,seasoned zucchini,radish kimchi cubes
S_shrimp porridge,#N/A,steamed mixed-grain rice,chicken bone soup,stir-fried tuna and paprika,seasoned napa cabbage,radish kimchi cubes,S_steamed sweet potato,S_milk (100ml),steamed millet rice,crab soy paste soup,rolled omelette with vegetables,braised lotus root,radish kimchi cubes
S_beef porridge,#N/A,steamed millet rice,seaweed soup,stir-fried pork in soy sauce,pan-fried vegetables,napa cabbage kimchi,S_sweet persimmon,S_milk (100ml),steamed millet rice,mushroom perilla seed soup,scrambled eggs with tomato,seasoned cucumber,napa cabbage kimchi
S_homestyle banana milk,#N/A,chicken-mayo rice bowl,chard soy paste soup,stir-fried anchovy and nuts,radish kimchi cubes,S_kiwi,S_banquet noodles,#N/A,steamed sweet millet rice,bean sprout soup,stir-fried beef and bokchoy,daikon salad,napa cabbage kimchi
S_sweet pumpkin porridge,#N/A,steamed sweet millet rice,clam chive soup,tofu nuggets,seasoned salad with bellflower root and pear,napa cabbage kimchi,S_homestyle potato pizza,S_milk (100ml),steamed mixed-grain rice,dried radish leaf soy paste soup,barbequed pork and spring onion,stir-fried potato,napa cabbage kimchi
S_tangerine,#N/A,steamed black rice,beef daikon soup,stir-fried pork chops,seasoned salad with chwinamul,radish kimchi cubes,S_snow white rice cake,S_milk (100ml),steamed millet rice,bean powder napa cabbage soup,grilled halibut,stir-fried dried shrimp and zucchini,radish kimchi cubes
S_milk (200ml),#N/A,stir-fried rice with eggs and vegetables,dried pollack soup,Fusilli salad (tomato sauce),napa cabbage kimchi,#N/A,S_jam sandwich,S_green plum tea,steamed white rice,seaweed miso paste soup,stir-fried shrimp in oyster sauce,cabbage salad in yuzu marinade,radish kimchi cubes
S_homestyle blueberry milk,#N/A,steamed sweet millet rice,tofu soy paste soup,stir-fried cuttlefish,pickled daikon,napa cabbage kimchi,S_half-moon rice cake,S_rice punch,steamed millet rice,butterbur perilla seed soup,braised Spanish mackerel in sweet soy sauce,stir-fried Pyogo mushroom,radish kimchi cubes
S_soft crab porridge,#N/A,steamed millet rice,zucchini soup,grilled Spanish mackerel in teriyaki sauce,seasoned salad with bean sprout,napa cabbage kimchi,S_chicken rice ball,S_milk (100ml),steamed black rice,curled mallow soy paste soup,stir-fried pork,seasoned cabbage,radish kimchi cubes
S_nuts,S_yoghurt (100ml),stir-fried rice with chicken and paprika,shredded radish onion soup,potato salad,napa cabbage kimchi,#N/A,S_rice ball with fried tofu and spring parsley,S_pear,steamed sweet millet rice,tuna stew,braised eggs in soy sauce,seasoned salad with chwinamul,radish kimchi cubes
S_black sesame porridge,#N/A,steamed black rice,curled mallow soy paste soup,rolled omelette with vegetables,seasoned winter cabbage,radish kimchi cubes,S_fried mandu (dumpling),S_milk (100ml),steamed white rice,ox bone soup,braised tofu in ketchup,seasoned bokchoy,radish kimchi cubes
S_apple,#N/A,steamed millet rice,rice cake seaweed soup,stir-fried beef and onion,braised lotus root,napa cabbage kimchi,S_bread roll,S_milk (100ml),steamed mixed-grain rice,mushroom soup,stir-fried duck and vegetables,lettuce salad (kiwi dressing),napa cabbage kimchi
S_milk (100ml),#N/A,Mapa tofu rice bowl,persimmon pine nut soup,stir-fried Pyogo mushroom,tomato caprese salad,napa cabbage kimchi,S_rainbow rice cake,S_yuzu tea,steamed white rice,spinach soy paste soup,stir-fried chicken breast in chili sauce,parboiled broccoli (black sesame sauce),napa cabbage kimchi
S_cereal,S_milk (100ml),steamed white rice,Sujebi with perilla seeds,soft tofu + marinade sauce,seasoned salad with cucumber,napa cabbage kimchi,S_bread + strawberry jam,#N/A,steamed millet rice,acorn jelly soup,steamed pork and sweet pumpkin,seasoned daikon,napa cabbage kimchi
S_clam porridge,#N/A,steamed millet rice,beef soup,braised mackerel,seasoned salad with soft crab and bean sprout,napa cabbage kimchi,S_stir-fried pork with glass noodles,S_milk (100ml),steamed black rice,fried tofu soy paste soup,stir-fried chicken breast and paprika,seasoned perilla leaf,radish kimchi cubes
S_apple,#N/A,steamed white rice,corn soup,pork cutlet,fruit salad,radish kimchi cubes,S_sweet pumpkin honey steam,S_milk (100ml),steamed sweet millet rice,pollack daikon soup,tofu steak,seasoned salad with spring parsley,radish kimchi cubes
S_curled mallow porridge,#N/A,steamed millet rice,zucchini soup,stir-fried chicken in black soy,pan-fried chive,napa cabbage kimchi,S_rice ball with seaweed flakes,S_milk (100ml),steamed millet rice,dried cabbage leaf soy paste soup,stir-fried beef and vegetables,bellflower root nuggets,radish kimchi cubes
S_grape,S_yoghurt (100ml),steamed black rice,rich soy paste stew,steamed pork slices,cabbage salad (lemon dressing),radish kimchi cubes,S_snow white rice cake,S_green plum tea,steamed mixed-grain rice,persimmon pine nut soup,pan-fried meat dumpling,stir-fried seaweed stem,napa cabbage kimchi
S_milk (200ml),#N/A,curried rice with chicken,soft tofu soup (mild flavor),daikon salad,napa cabbage kimchi,#N/A,S_pounded rice cake,S_Omija tea,steamed white rice,rice cake soup,stir-fried pork and pineapple,seasoned green bean sprout,radish kimchi cubes
S_sweet persimmon,S_yoghurt (100ml),steamed millet rice,spicy bean sprout soup,seasoned spinach,stir-fried shrimp in cream sauce,radish kimchi cubes,S_French toast,#N/A,steamed millet rice,seaweed soup,hamburger steak,braised burdock slices,radish kimchi cubes
S_seaweed porridge,#N/A,steamed sweet brown rice,mushroom stew,steamed pork rib,braised potato,napa cabbage kimchi,S_deep-fried lotus root,S_milk (100ml),steamed black rice,winter cabbage soy paste soup,pan-fried shrimp and tofu,seasoned salad with bean sprout,radish kimchi cubes
S_orange,#N/A,omelette rice,bokchoy soup,coleslaw,deep-fried vegetables,radish kimchi cubes,S_boiled egg,S_soy milk (100ml),steamed sweet millet rice,kimchi fried fish paste soup,roasted pork roll with rice cake,stir-fried mini-Saesongyi mushroom,radish kimchi cubes
S_sweet potato porridge,#N/A,steamed black rice,cuttlefish soup,stir-fried chicken tenderloin and apple,onion in vinegar marinade,napa cabbage kimchi,S_tomato spaghetti,#N/A,steamed millet rice,beef dried cabbage leaf soup,stir-fried octopus,seasoned zucchini,napa cabbage kimchi
S_cherry tomato,S_cheese,steamed mixed-grain rice,beef stew,grilled mackerel in curry,stir-fried broccoli and vegetables,radish kimchi cubes,S_pancake,S_milk (100ml),steamed mixed-grain rice,cabbage soy paste soup,braised quail eggs in soy sauce,stir-fried baby anchovy,radish kimchi cubes
S_milk (200ml),#N/A,tuna rice ball,dried radish leaf soy paste soup,steamed eggs,seasoned cabbage,radish kimchi cubes,S_Omija tea,S_rice cake with bean paste,steamed white rice,mild kimchi stew,stir-fried beef and rice cake,mung bean jelly salad,radish kimchi cubes
S_kiwi,S_yoghurt (100ml),steamed sweet millet rice,persimmon pine nut soup,fish cutlet + tartar sauce,stir-fried carrot and onion,radish kimchi cubes,S_steamed rice cake,S_green plum tea,steamed millet rice,mandu (dumpling) soup,grilled tofu in marinade sauce,stir-fried dried pollack,napa cabbage kimchi
S_chive soy paste porridge,#N/A,steamed millet rice,egg spring onion soup,stir-fried pork in soy sauce,stir-fried perilla leaf,napa cabbage kimchi,S_cream tteokbokki (stir-fried rice cake),#N/A,steamed black rice,Pyogo mushroom soup,braised pollack and daikon,seasoned bracken and perilla seed,napa cabbage kimchi
S_apple,#N/A,stir-fried rice with soft crab,winter mushroom soy paste soup,stir-fried chicken breast and vegetables,napa cabbage kimchi,S_yoghurt (100ml),S_sponge cake,S_milk (100ml),steamed sweet millet rice,bean sprout soup,Korean beef kebab,seasoned zucchini,radish kimchi cubes
S_shrimp porridge,#N/A,steamed mixed-grain rice,chicken bone soup,stir-fried tuna and paprika,seasoned napa cabbage,radish kimchi cubes,S_steamed sweet potato,S_milk (100ml),steamed millet rice,crab soy paste soup,rolled omelette with vegetables,braised lotus root,radish kimchi cubes
